,name,name2,position
12,Hiroki Sakai,hiroki sakai,M
13,Marco Verratti,marco verratti,M
14,Thomas Meunier,thomas meunier,M
15,Ibrahim Sangaré,ibrahim sangare,DMC
16,Houssem Aouar,houssem aouar,M
17,Florent Mollet,florence mollet,AM
18,Dani Alves,dani alves,M
19,Ghislain Konan,ghislain konan,M
20,Naïm Sliti,naïm sliti,AM
21,Léo Dubois,leo dubois,M
22,Ellyes Skhiri,ellyes skhiri,DMC
23,Tanguy Ndombele,tanguy ndombele,M
24,Thilo Kehrer,thilo kehrer,M
25,Samuel Kalu,samuel kalu,M
26,Frédéric Guilbert,frederic guilbert,M
27,Ole Selnaes,ole selnaes,M
28,Bouna Sarr,bouna sarr,M
29,Cheikh N'Doye,cheikh n'doye,M
30,Jonas Martin,jonas martin,M
31,Fodé Ballo-Touré,fodé ballo-touré,M
32,Alexander Djiku,alexander djiku,DMC
33,Youri Tielemans,youri tielemans,M
34,Xavier Chavalerin,xavier chavalerin,M
35,Jacques-Alaixys Romao,jacques alaixys romao,M
36,Wylan Cyprien,wylan cyprien,M
37,Damien Le Tallec,damien letallec,DMC
38,Yann M'Vila,yann m'vila,M
39,Jordan Amavi,jordan amavi,M
40,Fodé Ballo-Touré,fodé ballo-touré,M
41,Mehmet Zeki Çelik,mehmet zeki celik,M
42,Fayçal Fajr,fayçal fajr,M
43,Issiaga Sylla,issiaga sylla,M
44,Pierrick Capelle,pierrick chapelle,M
45,Ramy Bensebaïni,ramy bensebaini,M
46,Morgan Sanson,morgan sanson,M
47,Pierre Lees-Melou,pierre lees melou,M
48,Abdoulaye Touré,abdoulaye toure,DMC
49,Otávio,otavio,DMC
50,Juan Bernat,juan bernat,M
51,Thomas Monconduit,thomas monconduit,DMC
52,Enock Kwateng,enock kwateng,M
53,Clément Grenier,clement grenier,M
54,Andrei Girotto,andrei girotto,DMC
55,Ibrahima Sissoko,ibrahima sissoko,DMC
56,Boubacar Kamara,boubacar kamara,DMC
57,Adrien Tameze,adrian tameze,M
58,Baptiste Santamaría,baptiste santamaria,DMC
59,Mathieu Cafaro,mathieu cafaro,AM
60,Hamari Traoré,hamari traore,M
61,Ambroise Oyongo,ambroise oyongo,M
62,Fouad Chafik,fouad chafik,M
63,Kevin Strootman,kevin strootman,DMC
64,Benjamin Henrichs,benjamin henrichs,M
65,Anthony Gonçalves,anthony gonçalves,M
66,Jason Denayer,jason denayer,DMC
67,Jordan Ferri,jordan ferri,M
68,Lima,lima,M
69,Nicolas Benezet,nicholas benezet,AM
70,Valentin Rosier,valentine rosier,M
71,Remi Oudin,remi oudin,M
72,Sada Thioub,sada thioub,AM
73,Mehdi Abeid,mehdi abeid,DMC
74,Thomas Foket,thomas foket,M
75,Timothée Kolodziejczak,timothee kolodziejczak,M
76,Luiz Gustavo,luis gustavo,M
77,Wesley Lautoa,wesley lautoa,DMC
78,Lionel Carole,lionel carole,M
79,Abdoulaye Bamba,abdoulaye bamba,M
80,Maxime Lopez,maxim lopez,M
81,Benjamin Bourigeaud,benjamin bourigeaud,M
82,Youssouf Sabaly,youssouf sabaly,M
83,Sergi Palencia,sergi palencia,M
84,Adrien Thomasson,adrian thomasson,M
85,Alexis Blin,alexis blin,DMC
86,Dimitri Lienard,dimitri lienard,M
87,Jemerson,jemerson,DMC
88,Lucas Deaux,lucas deaux,DMC
89,Anthony Caci,anthony caci,M
90,Antonin Bobichon,antonin bobichon,AM
91,Lukas Lerager,luke lerager,M
92,Layvin Kurzawa,layvin kurzawa,M
93,Jacques François Moubandje,jacques francois moubandje,M
94,Xeka,xeka,M
95,Faitout Maouassa,fatout maouassa,M
96,Cédric Yambéré,cedric yambere,DMC
97,Oussama Haddadi,oussama haddadi,M
98,Pierre-Yves Polomat,pierre yves polomat,M
99,Aleksandr Golovin,aleksandr golovin,M
100,Steven Mendoza,steven mendoza,AM
101,Moussa Diaby,moussa diaby,M
102,Danilo Barbosa,danielo barbosa,DMC
103,Fábio,fabio,M
104,Younousse Sankharé,younousse sankhare,M
105,Toma Basic,toma basic,M
106,Gabriel Silva,gabriel silva,M
107,Lucas Tousart,lucas tousart,DMC
108,Tristan Dingomé,tristan dingome,M
109,Djibril Sidibé,djibril sidibe,M
110,Jimmy Durmaz,jimmy durmaz,M
111,Boschilia,boschilia,AM
112,Prince Oniangué,prince oniangue,M
113,Jordan Marié,jordan marie,M
114,Lebogang Phiri,lebogang phiri,DMC
115,Kalidou Sidibe,kalidou sidibe,DMC
116,Rafael,rafael,M
117,Paul Lasne,paul lasne,M
118,Jaroslav Plasil,yaroslav plasil,M
119,Boubakary Soumaré,boubakary soumare,DMC
120,Romain Amalfitano,romain amalfitano,M
121,Eddy Gnahore,eddie gnahore,M
122,Jessy Deminguet,jessy deminguet,M
123,Thomas Mangani,thomas mangani,M
124,Samuel Moutoussamy,samuel moutoussamy,M
125,Saîf-Eddine Khaoui,saîf-eddine khaoui,AM
126,Étienne Didot,etienne didot,M
127,Mehdi Zeffane,mehdi zeffane,M
128,Yannick Cahuzac,yannick cahuzac,DMC
129,Manu García,manu garcia,M
130,Jérémy Gelin,jeremy gelin,DMC
131,James Léa Siliki,james lea siliki,M
132,Junior Sambia,junior zambia,M
133,Kévin Zohi,kevin zohi,AM
134,Bassem Srarfi,bassem srarfi,M
135,Kwon Chang-Hoon,kwon chang-hoon,AM
136,Theo Valls,theo valls,DMC
137,Thiago Maia,thiago maia,DMC
138,Rémi Walter,remi walter,M
139,Jean-Victor Makengo,jean victor makengo,AM
140,Ismaël Diomandé,ismael diomandé,DMC
141,Mathieu Bodmer,mathieu bodmer,M
142,Florent Balmont,florent balmont,DMC
143,Farid El Melali,farid el melali,AM
0,Téji Savanier,teji savanier,M
1,Idrissa Gueye,idrissa gueye,M
2,Marco Verratti,marco verratti,M
3,Mounir Chouiar,mounir chouiar,AM
4,Hassane Kamara,hassane kamara,M
5,Marquinhos,marquinhos,DMC
6,Pierre Lees-Melou,pierre lees melou,M
7,Zinedine Ferhat,zinedine ferhat,AM
8,Renato Sanches,renato sanches,M
9,Eduardo Camavinga,eduardo camavinga,DMC
10,Aleksandr Golovin,aleksandr golovin,M
11,Benjamin André,benjamin andre,M
12,Baptiste Santamaría,baptiste santamaria,DMC
13,Fabien Centonze,fabien centonze,M
14,Lucas Deaux,lucas deaux,DMC
15,Jordan Amavi,jordan amavi,M
16,Valentin Rongier,valentin rongier,M
17,Wylan Cyprien,wylan cyprien,M
18,Xavier Chavalerin,xavier chavalerin,M
19,Tiemoué Bakayoko,tiemoue bakayoko,DMC
20,Juan Bernat,juan bernat,M
21,Gil Dias,gil dias,M
22,Houssem Aouar,houssem aouar,M
23,Bouna Sarr,bouna sarr,M
24,Habib Maïga,habib maiga,M
25,Andrei Girotto,andrei girotto,DMC
26,Boubacar Kamara,boubacar kamara,DMC
27,Dimitri Lienard,dimitri lienard,M
28,Faitout Maouassa,fatout maouassa,M
29,Hamari Traoré,hamari traore,M
30,Morgan Sanson,morgan sanson,M
31,Ghislain Konan,ghislain konan,M
32,Adama Noss Traoré,adama noss traore,M
33,Thomas Meunier,thomas meunier,M
34,Adrien Thomasson,adrian thomasson,M
35,Enock Kwateng,enock kwateng,M
36,Alexander Djiku,alexander djiku,DMC
37,Charles Traoré,charles traore,M
38,Otávio,otavio,DMC
39,Toma Basic,toma basic,M
40,Lucas Tousart,lucas tousart,DMC
41,Issiaga Sylla,issiaga sylla,M
42,Kenny Lala,kenny lala,M
43,Samuel Kalu,samuel kalu,M
44,Zaydou Youssouf,zaydou youssouf,M
45,Gelson Martins,gelson martins,M
46,Thiago Mendes,thiago mendes,M
47,Alexis Claude Maurice,alexis claude maurice,AM
48,Mathieu Debuchy,mathieu debuchy,M
49,Abdoul Kader Bamba,abdul kader bamba,AM
50,Florent Mollet,florence mollet,AM
51,Imrân Louza,imran louza,M
52,Aurélien Tchouaméni,aurélien tchouameni,DMC
53,Thomas Foket,thomas foket,M
54,Thomas Mangani,thomas mangani,M
55,Benjamin Bourigeaud,benjamin bourigeaud,M
56,Arnaud Souquet,arnaud souquet,M
57,Abdoulaye Touré,abdoulaye toure,DMC
58,Hiroki Sakai,hiroki sakai,M
59,Julien Faussurier,julien faussurier,M
60,Léo Dubois,leo dubois,M
61,Remi Oudin,remi oudin,M
62,Layvin Kurzawa,layvin kurzawa,M
63,Wesley Lautoa,wesley lautoa,DMC
64,Ibrahim Sangaré,ibrahim sangare,DMC
65,Jason Denayer,jason denayer,DMC
66,Yoann Court,yoann court,AM
67,Damien Le Tallec,damien letallec,DMC
68,Sada Thioub,sada thioub,AM
69,Kevin N'Doram,kevin n'doram,DMC
70,Rayan Aït-Nouri,rayan aït-nouri,M
71,Hamza Mendyl,hamza mendyl,M
72,Didier Ndong,didier ndong,DMC
73,Mehmet Zeki Çelik,mehmet zeki celik,M
74,Danilo Barbosa,danielo barbosa,DMC
75,Yacine Adli,yacine adli,M
76,Steven Mendoza,steven mendoza,AM
77,Fouad Chafik,fouad chafik,M
78,Mehdi Abeid,mehdi abeid,DMC
79,Pierrick Capelle,pierrick chapelle,M
80,Kenny Tete,kenny tete,M
81,Arnaud Lusamba,arnaud lusamba,AM
82,Sidy Sarr,sidy sarr,DMC
83,William Vainqueur,william vainqueur,DMC
84,Haris Belkebla,haris belkebla,DMC
85,Marshall Munetsi,marshall munetsi,DMC
86,Ibrahima Diallo,ibrahima diallo,DMC
87,Jean-Ricner Bellegarde,jean ricner bellegarde,M
88,Nemanja Radonjic,nemanja radonjic,M
89,Adrien Silva,adrian silva,M
90,Ruben Aguilar,ruben aguilar,M
91,Cristian Battocchio,cristian battocchio,M
92,Flavien Tait,flavien tait,AM
93,Leandro Paredes,leandro parédes,DMC
94,Aurélien Chedjou,aurélien chedjou,DMC
95,Jordan Ferri,jordan ferri,M
96,Loris Benito,loris benito,M
97,Jacques-Alaixys Romao,jacques alaixys romao,M
98,Mamadou Fofana,mamadou fofana,DMC
99,Romain Amalfitano,romain amalfitano,M
100,Ambroise Oyongo,ambroise oyongo,M
101,Kevin Strootman,kevin strootman,DMC
102,Mathias Pereira Lage,mathias pereira lage,M
103,Jérémy Gelin,jeremy gelin,DMC
104,Romain Philippoteaux,romain philippoteaux,AM
105,Fodé Ballo-Touré,fodé ballo-touré,M
106,Reinildo,reinildo,M
107,Quentin Boisgard,quentin boisgard,AM
108,Ibrahima Sissoko,ibrahima sissoko,DMC
109,Haitam Aleesami,haitam aleesami,M
110,Theo Valls,theo valls,DMC
111,Samuel Grandsir,samuel grandsir,AM
112,Lamine Fomba,lamine fomba,DMC
113,Miguel Trauco,miguel trauco,M
114,Yann M'Vila,yann m'vila,M
115,James Léa Siliki,james lea siliki,M
116,Mathias Autret,mathias autret,M
117,Alexis Blin,alexis blin,DMC
118,Lionel Carole,lionel carole,M
119,Paul Lasne,paul lasne,M
120,Yohan Cabaye,yohan cabaye,M
121,Thomas Delaine,thomas delaine,M
122,Joris Chotard,joris chotard,DMC
123,Khéphren Thuram-Ulien,khéphren thuram-ulien,DMC
124,Thomas Monconduit,thomas monconduit,DMC
125,Victorien Angban,victorien angban,DMC
126,Kévin Zohi,kevin zohi,AM
127,Timothée Kolodziejczak,timothee kolodziejczak,M
128,Steven Moreira,steven moreira,M
129,Boubakary Soumaré,boubakary soumare,DMC
130,Maxime Lopez,maxim lopez,M
131,Xeka,xeka,M
132,Chadrac Akolo,chadrac akolo,AM
133,Mihailo Ristic,mihailo ristic,M
134,Tristan Dingomé,tristan dingome,M
135,Jean-Victor Makengo,jean victor makengo,AM
136,Junior Sambia,junior zambia,M
137,Bongani Zungu,bongani tongu,DMC
138,Eddy Gnahore,eddie gnahore,M
139,Dereck Kutesa,dereck kutesa,AM
140,Samuel Moutoussamy,samuel moutoussamy,M
0,Benjamin André,benjamin andre,M
1,Téji Savanier,teji savanier,M
2,Marco Verratti,marco verratti,M
3,Fabien Centonze,fabien centonze,M
4,Zinedine Ferhat,zinedine ferhat,AM
5,Romain Faivre,romain faivre,AM
6,Aleksandr Golovin,aleksandr golovin,M
7,Aurélien Tchouaméni,aurélien tchouameni,DMC
8,Jérémy Doku,jeremy documentary,AM
9,Reinildo,reinildo,M
10,Marquinhos,marquinhos,DMC
11,Rafinha,rafinha,M
12,Mahdi Camara,mahdi camara,DMC
13,Léo Dubois,leo dubois,M
14,Mehmet Zeki Çelik,mehmet zeki celik,M
15,Mathieu Debuchy,mathieu debuchy,M
16,Massadio Haïdara,massadio haidara,M
17,Sofiane Diop,sofiane diop,AM
18,Boubacar Kamara,boubacar kamara,DMC
19,Valentin Rongier,valentin rongier,M
20,Pol Lirola,pol lirola,M
21,Habib Maïga,habib maiga,M
22,Hamari Traoré,hamari traore,M
23,Alexander Djiku,alexander djiku,DMC
24,Jonathan Clauss,jonathan clauss,M
25,Gelson Martins,gelson martins,M
26,Cheick Oumar Doucouré,cheick oumar doucoure,DMC
27,Benjamin Bourigeaud,benjamin bourigeaud,M
28,Idrissa Gueye,idrissa gueye,M
29,Franck Honorat,franck honorat,M
30,Ruben Aguilar,ruben aguilar,M
31,Hassane Kamara,hassane kamara,M
32,Houssem Aouar,houssem aouar,M
33,Alessandro Florenzi,alessandro florenzi,M
34,Mitchel Bakker,mitchel baker,M
35,Layvin Kurzawa,layvin kurzawa,M
36,Yvan Neyou,yvan neyou,DMC
37,Sébastien Corchia,sebastien corchia,M
38,Ander Herrera,other herrera,M
39,Jean Eudes Aholou,jean eudes aholou,DMC
40,Pape Sarr,pape sarr,AM
41,Trevoh Chalobah,trevoh chalobah,DMC
42,Youssouf Fofana,youssouf fofana,DMC
43,Bruno Guimarães,bruno guimaraes,DMC
44,Eduardo Camavinga,eduardo camavinga,DMC
45,Pierre Lees-Melou,pierre lees melou,M
46,Birger Meling,birger meling,DMC
47,Yacine Adli,yacine adli,M
48,Alexis Claude Maurice,alexis claude maurice,AM
49,Caio Henrique,caio henrique,M
50,Kenny Lala,kenny lala,M
51,Renato Sanches,renato sanches,M
52,Andrei Girotto,andrei girotto,DMC
53,Laurent Abergel,laurent abergel,DMC
54,Marshall Munetsi,marshall munetsi,DMC
55,Samuel Kalu,samuel kalu,M
56,Djibril Sidibé,djibril sidibe,M
57,Boubakary Soumaré,boubakary soumare,DMC
58,Ghislain Konan,ghislain konan,M
59,Xavier Chavalerin,xavier chavalerin,M
60,Anthony Caci,anthony caci,M
61,Hiroki Sakai,hiroki sakai,M
62,Danilo Pereira,danilo pereira,DMC
63,Junior Sambia,junior zambia,M
64,Steven Nzonzi,steven nzonzi,M
65,Youssouf Sabaly,youssouf sabaly,M
66,Seko Fofana,seko fofana,M
67,Morgan Schneiderlin,morgan schneiderlin,DMC
68,Thomas Mangani,thomas mangani,M
69,Thomas Delaine,thomas delaine,M
70,Leandro Paredes,leandro parédes,DMC
71,Adil Aouchiche,adil aouchiche,AM
72,Remi Oudin,remi oudin,M
73,Jason Denayer,jason denayer,DMC
74,Thomas Foket,thomas foket,M
75,Ibrahima Sissoko,ibrahima sissoko,DMC
76,Charles Traoré,charles traore,M
77,Thiago Mendes,thiago mendes,M
78,Flavien Tait,flavien tait,AM
79,Fábio,fabio,M
80,Miguel Trauco,miguel trauco,M
81,Mathieu Cafaro,mathieu cafaro,AM
82,Valon Berisha,valon berisha,M
83,Issiaga Sylla,issiaga sylla,M
84,Matthieu Udol,matthieu udol,M
85,Toma Basic,toma basic,M
86,Souleyman Doumbia,souleyman doumbia,M
87,Clément Grenier,clement grenier,M
88,Dimitri Lienard,dimitri lienard,M
89,Hicham Boudaoui,hicham boudaoui,M
90,Jean-Ricner Bellegarde,jean ricner bellegarde,M
91,Thilo Kehrer,thilo kehrer,M
92,Pierrick Capelle,pierrick chapelle,M
93,Enzo Le Fée,enzo le fee,AM
94,Lassana Coulibaly,lassana coulibaly,M
95,Maxence Caqueret,maxence caqueret,DMC
96,Lamine Fomba,lamine fomba,DMC
97,Imrân Louza,imran louza,M
98,Jordan Lotomba,jordan lotomba,M
99,Paul Lasne,paul lasne,M
100,Pape Gueye,pape gueye,DMC
101,Arbër Zeneli,arber zeneli,AM
102,Timothée Kolodziejczak,timothee kolodziejczak,M
103,Xeka,xeka,M
104,Mihailo Ristic,mihailo ristic,M
105,Florent Mollet,florence mollet,AM
106,Arnaud Souquet,arnaud souquet,M
107,Adrien Thomasson,adrian thomasson,M
108,Haris Belkebla,haris belkebla,DMC
109,Vincent Le Goff,vincent legoff,M
110,Faitout Maouassa,fatout maouassa,M
111,Andrés Cubas,andres cubas,DMC
112,Luis Henrique,louis henrique,M
113,Yannick Cahuzac,yannick cahuzac,DMC
114,Loris Benito,loris benito,M
115,Jérôme Hergault,jerome hergault,M
116,Mounir Chouiar,mounir chouiar,AM
117,Éric Ebimbe,eric ebimbe,AM
118,Abdoulaye Touré,abdoulaye toure,DMC
119,Fabien Lemoine,fabien lemoine,M
120,Quentin Boisgard,quentin boisgard,AM
121,Moreto Cassamá,moreto cassama,DMC
122,Rayan Cherki,rayan cherki,AM
123,Sada Thioub,sada thioub,AM
124,Clement Michelin,clement michelin,M
125,Khéphren Thuram-Ulien,khéphren thuram-ulien,DMC
126,Mathias Pereira Lage,mathias pereira lage,M
127,Mattia De Sciglio,mattia desciglio,M
128,Didier Ndong,didier ndong,DMC
129,Victorien Angban,victorien angban,DMC
130,Jordan Ferri,jordan ferri,M
131,Ibrahim Amadou,ibrahim amadou,DMC
132,Lionel Carole,lionel carole,M
133,Fouad Chafik,fouad chafik,M
134,Papa Ndiaga Yade,papa ndiaga yade,AM
135,Mehdi Chahiri,mehdi chahiri,AM
136,Zaydou Youssouf,zaydou youssouf,M
137,Antonin Bobichon,antonin bobichon,AM
138,Yuto Nagatomo,yuto nagatomo,M
139,Aïmen Moueffek,aïmen moueffek,DMC
140,Jimmy Cabot,jimmy cabot,M
141,Lucas Deaux,lucas deaux,DMC
142,Pedro Chirivella,pedro chirivella,DMC
143,Ismaël Boura,ismael boura,M
144,Abdoul Kader Bamba,abdul kader bamba,AM
145,Mehdi Zerkane,mehdi zerkane,AM
146,Thomas Monconduit,thomas monconduit,DMC
147,Yassine Benrahou,yassine benrahou,AM
148,Michaël Cuisance,michael cuisance,AM
149,Kévin Zohi,kevin zohi,AM
150,Mattéo Ahlinvi,matteo ahlinvi,DMC
151,Fodé Ballo-Touré,fodé ballo-touré,M
152,Tony Mauricio,tony mauricio,Midfielder
153,Pape Cheikh Diop Gueye,pape cheikh diop gueye,DMC
154,Lucas Gourna-Douath,lucas gourna-douath,DMC
155,Jordan Marié,jordan marie,M
156,Dereck Kutesa,dereck kutesa,AM
157,Frédéric Sammaritano,frederic sammaritano,AM
158,Damien Le Tallec,damien letallec,DMC
159,Wesley Lautoa,wesley lautoa,DMC
160,Joris Chotard,joris chotard,DMC
0,Benjamin Bourigeaud,benjamin bourigeaud,M
1,Téji Savanier,teji savanier,M
2,Marco Verratti,marco verratti,M
3,Aurélien Tchouaméni,aurélien tchouameni,DMC
4,Bruno Guimarães,bruno guimaraes,DMC
5,Romain Faivre,romain faivre,AM
6,Franck Honorat,franck honorat,M
7,Jonathan Clauss,jonathan clauss,M
8,Andrei Girotto,andrei girotto,DMC
9,Youcef Atal,youcef atal,M
10,Benjamin André,benjamin andre,M
11,Frédéric Guilbert,frederic guilbert,M
12,Adrien Thomasson,adrian thomasson,M
13,Kamaldeen Sulemana,camaldeen sulemana,AM
14,Jimmy Cabot,jimmy cabot,M
15,Hamari Traoré,hamari traore,M
16,Fabien Centonze,fabien centonze,M
17,Danilo Pereira,danilo pereira,DMC
18,Lovro Majer,lovro mayer,AM
19,Florian Tardieu,florian tardieu,M
20,Ibrahima Sissoko,ibrahima sissoko,DMC
21,Idrissa Gueye,idrissa gueye,M
22,Achraf Hakimi,achraf hakimi,M
23,Sofiane Diop,sofiane diop,AM
24,Emerson,emerson,M
25,Seko Fofana,seko fofana,M
26,Cheick Oumar Doucouré,cheick oumar doucoure,DMC
27,Houssem Aouar,houssem aouar,M
28,Renato Sanches,renato sanches,M
29,Ghislain Konan,ghislain konan,M
30,Mattéo Guendouzi,matteo guendouzi,M
31,Ander Herrera,other herrera,M
32,Jean Onana,jean onana,DMC
33,Valentin Rongier,valentin rongier,M
34,Marshall Munetsi,marshall munetsi,DMC
35,Boubacar Kamara,boubacar kamara,DMC
36,Azor Matusiwa,azor matusiva,DMC
37,Flavien Tait,flavien tait,AM
38,Marquinhos,marquinhos,DMC
39,Mario Lemina,mario lemina,DMC
40,Gelson Martins,gelson martins,M
41,Cengiz Ünder,cengiz under,AM
42,Reinildo,reinildo,M
43,Alexander Djiku,alexander djiku,DMC
44,Laurent Abergel,laurent abergel,DMC
45,Mahdi Camara,mahdi camara,DMC
46,Ruben Aguilar,ruben aguilar,M
47,Thomas Monconduit,thomas monconduit,DMC
48,Quentin Merlin,quentin merlin,M
49,Sanjin Prcic,sanjin prcic,M
50,Baptiste Santamaría,baptiste santamaria,DMC
51,Anthony Caci,anthony caci,M
52,Rominigue Kouamé,rominigue kouame,M
53,Justin Kluivert,justin kluivert,AM
54,Nuno Mendes,nuno mendes,M
55,Alexis Flips,alexis flips,M
56,Dimitri Lienard,dimitri lienard,M
57,Thomas Mangani,thomas mangani,M
58,Pablo Rosario,pablo rosario,DMC
59,Gerson,gerson,M
60,Przemyslaw Frankowski,przemyslav frankowski,M
61,Giulian Biancone,giulian biancone,M
62,Maxence Caqueret,maxence caqueret,DMC
63,Jonas Martin,jonas martin,M
64,Mehmet Zeki Çelik,mehmet zeki celik,M
65,Yacine Adli,yacine adli,M
66,Jordan Ferri,jordan ferri,M
67,Enzo Le Fée,enzo le fee,AM
68,Pedro Chirivella,pedro chirivella,DMC
69,Lucien Agoume,lucien agoume,DMC
70,Elbasan Rashani,elbasan rashani,AM
71,Aleksandr Golovin,aleksandr golovin,M
72,Youssouf Fofana,youssouf fofana,DMC
73,Caio Henrique,caio henrique,M
74,Birger Meling,birger meling,DMC
75,Jean-Ricner Bellegarde,jean ricner bellegarde,M
76,Xeka,xeka,M
77,Wylan Cyprien,wylan cyprien,M
78,Habib Maïga,habib maiga,M
79,Florent Mollet,florence mollet,AM
80,Léo Dubois,leo dubois,M
81,Xavier Chavalerin,xavier chavalerin,M
82,Haris Belkebla,haris belkebla,DMC
83,Arnaud Souquet,arnaud souquet,M
84,Jason Berthomier,jason berthomier,AM
85,Remi Oudin,remi oudin,M
86,Khéphren Thuram-Ulien,khéphren thuram-ulien,DMC
87,Thiago Mendes,thiago mendes,M
88,Mihailo Ristic,mihailo ristic,M
89,Yohann Magnin,yohan magnin,DMC
90,Malo Gusto,malo gusto,M
91,Hicham Boudaoui,hicham boudaoui,M
92,Souleyman Doumbia,souleyman doumbia,M
93,Tristan Dingomé,tristan dingome,M
94,Ilan Kebbal,ilan kebbal,AM
95,Vincent Pajot,vincent pajot,M
96,Joris Chotard,joris chotard,DMC
97,Johan Gastien,johan gastien,DMC
98,Jean Lucas,jean lucas,M
99,Thomas Delaine,thomas delaine,M
100,Moreto Cassamá,moreto cassama,DMC
101,Issa Kaboré,issa kabore,M
102,Fábio,fabio,M
103,Thilo Kehrer,thilo kehrer,M
104,Thomas Foket,thomas foket,M
105,Pol Lirola,pol lirola,M
106,Timothée Kolodziejczak,timothee kolodziejczak,M
107,Konrad De la Fuente,konrad de la fuente,AM
108,Vincent Le Goff,vincent legoff,M
109,Amadou Mvom Onana,amadou mvom onana,DMC
110,Pape Sarr,pape sarr,AM
111,Enock Kwateng,enock kwateng,M
112,Jordan Lotomba,jordan lotomba,M
113,Hugo Magnetti,hugo magnetti,DMC
114,Pape Gueye,pape gueye,DMC
115,Azzedine Ounahi,azzedine ounahi,M
116,Ismail Jakobs,ismail jakobs,M
117,Batista Mendy,batista mendy,DMC
118,Otávio,otavio,DMC
119,Salis Abdul Samed,salis abdul samed,DMC
120,Junior Sambia,junior zambia,M
121,Jodel Dossou,jodel dossou,AM
122,Jean Eudes Aholou,jean eudes aholou,DMC
123,Gideon Mensah,gideon mensah,M
124,Dion Lopy,dion lopy,DMC
125,Boubacar Traore,boubacar traore,M
126,Javairô Dilrosun,javairo dilrosun,AM
127,Gabriel Gudmundsson,gabriel gudmundsson,M
128,David Costa,david costa,AM
129,Georginio Wijnaldum,georginio wijnaldum,M
130,Calvin Stengs,calvin stengs,AM
131,Sébastien Corchia,sebastien corchia,M
132,Massadio Haïdara,massadio haidara,M
133,Zaydou Youssouf,zaydou youssouf,M
134,Charles Traoré,charles traore,M
135,Morgan Schneiderlin,morgan schneiderlin,DMC
136,Jim Allevinah,jim allevinah,AM
137,Bradley Locko,bradley locko,M
138,Samuel Moutoussamy,samuel moutoussamy,M
139,Pierrick Capelle,pierrick chapelle,M
140,Timothée Pembélé,timothee pembele,M
141,Roli Pereira De Sa,roli pereira de sa,M
142,Mathias Pereira Lage,mathias pereira lage,M
143,Ricardo Mangas,ricardo manga,M
144,Lucas Gourna-Douath,lucas gourna-douath,DMC
145,Dylan Chambost,dylan chambost,M
146,Rayan Cherki,rayan cherki,AM
147,Youssouf Koné,youssouf kone,M
148,Quentin Boisgard,quentin boisgard,AM
149,Saîf-Eddine Khaoui,saîf-eddine khaoui,AM
150,Igor Silva,igor silva,M
151,Adil Aouchiche,adil aouchiche,AM
152,Papa Ndiaga Yade,papa ndiaga yade,AM
153,Yannick Cahuzac,yannick cahuzac,DMC
154,Luis Henrique,louis henrique,M
155,Léo Leroy,leo leroy,Midfielder
0,Aleksandar Kolarov,aleksandar kolarov,M
1,Alex Sandro,alex sandro,M
2,Douglas Costa,douglas costa,M
3,Miralem Pjanic,miralem pjanic,M
4,Sergej Milinkovic-Savic,sergej milinkovic-savic,AM
5,Lucas Leiva,lucas leiva,M
6,Marcelo Brozovic,marcelo brozovic,M
7,Allan,alan,DMC
8,Lucas Torreira,lucas torreira,DMC
9,Radja Nainggolan,radja nainggolan,M
10,Milan Badelj,milan badelj,M
11,Davide Calabria,david calabria,M
12,João Cancelo,joão cancelo,M
13,Lucas Castro,lucas castro,AM
14,Ali Adnan,ali adnan,M
15,Bryan Cristante,bryan cristante,M
16,Remo Freuler,remo freuler,DMC
17,Giacomo Bonaventura,giacomo bonaventure,M
18,Jordan Veretout,jordan veretout,M
19,Dennis Praet,dennis praet,AM
20,Federico Viviani,federico viviani,DMC
21,Jorginho,jorginho,DMC
22,Danilo D'Ambrosio,danilo d'ambrosio,M
23,Cristiano Biraghi,cristiano biraghi,M
24,Lorenzo Pellegrini,lorenzo pellegrini,M
25,Marco Parolo,marco parolo,M
26,Antonio Candreva,antonio candreva,M
27,Senad Lulic,senad lulic,M
28,Nicolò Barella,nicolo barella,AM
29,Lorenzo De Silvestri,lorenzo desilvestri,M
30,Simone Missiroli,simone missiroli,M
31,Kwadwo Asamoah,kwadwo asamoah,M
32,Robin Gosens,robin gosens,M
33,Cristian Ansaldi,cristian ansaldi,M
34,Timothy Castagne,timothy castagne,M
35,Daniele De Rossi,daniele de rossi,M
36,Rolando Mandragora,rolando mandragora,DMC
37,Sami Khedira,sami khedira,M
38,Alberto Grassi,alberto grassi,DMC
39,Alessandro Florenzi,alessandro florenzi,M
40,Joel Obi,joel obi,M
41,Mário Rui,mario rui,M
42,Lucas Biglia,lucas biglia,DMC
43,Erick Pulgar,eric pulgar,DMC
44,Nicolas Viola,nicholas viola,DMC
45,Adam Masina,adam masina,M
46,Paolo Faragò,paolo farago,M
47,Bruno Martella,bruno martella,M
48,Cristian Molinaro,christian molinaro,M
49,Daniele Baselli,daniele baselli,M
50,Matías Vecino,matias vecino,M
51,Tomás Rincón,tomás rincon,M
52,Franck Kessié,franck kessie,M
53,Adam Marusic,adam marusic,M
54,Manuel Lazzari,manuel lazzari,M
55,Antonin Barak,antonin barak,AM
56,Marco Faraoni,marco faraoni,M
