,name,name2,position
57,Luca Cigarini,luca cigarini,M
58,Roberto Gagliardini,roberto gagliardini,DMC
59,Davide Biraschi,davide birashi,M
60,Marco Benassi,marco benassi,M
61,Blaise Matuidi,blaise matuidi,M
62,Elseid Hysaj,elseid hysaj,M
63,Marten de Roon,marten deroon,DMC
64,Valon Behrami,valon behrami,M
65,Perparim Hetemaj,perparim hetemai,M
66,Diego Laxalt,diego laxalt,M
67,Ibrahima Mbaye,ibrahima mbaye,M
68,Andrea Bertolacci,andrea bertolacci,M
69,Ivan Radovanovic,ivan radovanovic,DMC
70,Andrea Nalini,andrea nalini,AM
71,Piotr Zielinski,piotr zielinski,M
72,Silvan Widmer,sylvan widmer,M
73,Mattia Valoti,mattia valoti,AM
74,Cengiz Ünder,cengiz under,AM
75,Borja Valero,borja valero,M
76,Karol Linetty,carol linetty,M
77,Rômulo,romulo,M
78,Jakub Jankto,jakub yankto,M
79,Kevin Strootman,kevin strootman,DMC
80,Ricardo Rodríguez,ricardo rodriguez,M
81,Pol Lirola,pol lirola,M
82,Federico Mattiello,federico mattiello,M
83,Francesco Magnanelli,francesco magnanelli,DMC
84,Bartosz Bereszynski,bartosz bereszynski,M
85,Miguel Veloso,miguel veloso,M
86,Federico Peluso,federico peluso,M
87,Gil Dias,gil dias,M
88,Andrea Barberis,andrea barberis,M
89,Mohamed Fares,mohammed fares,M
90,Pasquale Schiattarella,pasquale schiattarella,M
91,Nicola Murru,nicholas murru,M
92,Marcel Büchel,marcel buechel,DMC
93,Luca Rigoni,luca rigoni,M
94,Jordan Lukaku,jordan lukaku,M
95,Stephan Lichtsteiner,stephen lichtsteiner,M
96,Andrea Poli,andrea poli,M
97,Joseph Alfred Duncan,joseph alfred duncan,DMC
98,Aleandro Rosi,alexandro rosi,M
99,Godfred Donsah,godfred donsah,DMC
100,Seko Fofana,seko fofana,M
101,Artur Ionita,arthur ionita,M
102,Hans Hateboer,hans hateboer,M
103,Filippo Costa,filippo costa,M
104,Jens Stryger Larsen,jens stryger larsen,M
105,Mario Sampirisi,mario sampirisi,M
106,Daniele Verde,danielle verde,AM
107,Gerson,gerson,M
108,Darko Lazovic,darko lazovic,M
109,Gaetano Letizia,gaetano letizia,M
110,Andrija Balic,andria balic,AM
111,Massimo Gobbi,massimo gobi,M
112,Danilo Cataldi,danilo cataldi,M
113,Edgar Barreto,edgar barreto,M
114,Fabio Depaoli,fabio depaoli,M
115,Lorenzo Venuti,lorenzo venuti,M
116,Rodrigo Bentancur,rodrigo bentancur,M
117,Simone Padoin,simone padoin,M
118,Emil Hallfredsson,emil hallfredsson,AM
119,Luca Mazzitelli,luca mazzitelli,DMC
120,Manuel Locatelli,manuel locatelli,M
121,Marcus Rohdén,marcus rohden,M
122,Stephane Omeonga,stephane omeonga,M
123,Samuel Bastien,samuel bastien,M
124,Vittorio Parigini,vittorio parigini,AM
125,Afriyie Acquah,afriyie acquah,M
126,Antonino Ragusa,antonino ragusa,AM
127,Marko Rog,marco rog,DMC
0,Fabián Ruiz,fabian ruiz,M
1,João Cancelo,joão cancelo,M
2,Cristian Ansaldi,cristian ansaldi,M
3,Domenico Criscito,domenico criscito,M
4,Alex Sandro,alex sandro,M
5,Tiemoué Bakayoko,tiemoue bakayoko,DMC
6,Sergej Milinkovic-Savic,sergej milinkovic-savic,AM
7,Allan,alan,DMC
8,Aleksandar Kolarov,aleksandar kolarov,M
9,Robin Gosens,robin gosens,M
10,Erick Pulgar,eric pulgar,DMC
11,Lucas Leiva,lucas leiva,M
12,Kevin Malcuit,kevin malcuit,M
13,Marcelo Brozovic,marcelo brozovic,M
14,Steven Nzonzi,steven nzonzi,M
15,Miralem Pjanic,miralem pjanic,M
16,Remo Freuler,remo freuler,DMC
17,Senad Lulic,senad lulic,M
18,Jasmin Kurtic,jasmine kurtic,M
19,Juraj Kucka,juraj kucka,M
20,Marten de Roon,marten deroon,DMC
21,Lorenzo Pellegrini,lorenzo pellegrini,M
22,Dennis Praet,dennis praet,AM
23,Albin Ekdal,albin ekdal,M
24,Piotr Zielinski,piotr zielinski,M
25,Emre Can,emre can,DMC
26,Tomás Rincón,tomás rincon,M
27,Ismaël Bennacer,ismael bennacer,DMC
28,Jordan Veretout,jordan veretout,M
29,Roberto Gagliardini,roberto gagliardini,DMC
30,Franck Kessié,franck kessie,M
31,Timothy Castagne,timothy castagne,M
32,Kwadwo Asamoah,kwadwo asamoah,M
33,Manuel Lazzari,manuel lazzari,M
34,Nicola Murru,nicholas murru,M
35,Cristiano Biraghi,cristiano biraghi,M
36,Rade Krunic,rade krunic,M
37,Hans Hateboer,hans hateboer,M
38,Stefano Sensi,stefano sensi,AM
39,Alessandro Florenzi,alessandro florenzi,M
40,Danilo D'Ambrosio,danilo d'ambrosio,M
41,Radja Nainggolan,radja nainggolan,M
42,Mattia De Sciglio,mattia desciglio,M
43,Soualiho Meité,soualiho meite,M
44,Daniele Baselli,daniele baselli,M
45,Ola Aina,ola aina,M
46,Gianluca Mancini,gianluca mancini,DMC
47,Blaise Matuidi,blaise matuidi,M
48,Marco Parolo,marco parolo,M
49,Ricardo Rodríguez,ricardo rodriguez,M
50,Rodrigo Bentancur,rodrigo bentancur,M
51,Davide Calabria,david calabria,M
52,Bryan Cristante,bryan cristante,M
53,Mohamed Fares,mohammed fares,M
54,Daniele De Rossi,daniele de rossi,M
55,Karol Linetty,carol linetty,M
56,Simone Missiroli,simone missiroli,M
57,Pol Lirola,pol lirola,M
58,Manuel Locatelli,manuel locatelli,M
59,Luca Cigarini,luca cigarini,M
60,Matías Vecino,matias vecino,M
61,Giovanni Di Lorenzo,giovanni di lorenzo,M
62,Nicolò Barella,nicolo barella,AM
63,Rolando Mandragora,rolando mandragora,DMC
64,Elseid Hysaj,elseid hysaj,M
65,Valon Behrami,valon behrami,M
66,Ibrahima Mbaye,ibrahima mbaye,M
67,Davide Biraschi,davide birashi,M
68,Lorenzo De Silvestri,lorenzo desilvestri,M
69,João Mário,joao mario,M
70,Seko Fofana,seko fofana,M
71,Bartosz Bereszynski,bartosz bereszynski,M
72,Mário Rui,mario rui,M
73,Gerson,gerson,M
74,Cengiz Ünder,cengiz under,AM
75,Milan Badelj,milan badelj,M
76,Darko Lazovic,darko lazovic,M
77,Jacopo Sala,jacopo sala,M
78,Hamed Traorè,hamed traore,AM
79,Justin Kluivert,justin kluivert,AM
80,Joseph Alfred Duncan,joseph alfred duncan,DMC
81,Mehdi Bourabia,mehdi bourabia,M
82,Artur Ionita,arthur ionita,M
83,Marco D'Alessandro,marco d'alessandro,M
84,Adam Marusic,adam marusic,M
85,Antonino Barillà,antonino barilla,M
86,Ignazio Abate,ignacio abate,M
87,Rogerio,rogerio,M
88,Paolo Faragò,paolo farago,M
89,Blerim Dzemaili,blerim dzemaili,M
90,Andrea Beghetto,andrea beghetto,M
91,Marco Benassi,marco benassi,M
92,Raffaele Maiello,raffaele maiello,M
93,Pasquale Schiattarella,pasquale schiattarella,M
94,Andrea Poli,andrea poli,M
95,Mehdi Léris,mehdi leris,M
96,Luca Rigoni,luca rigoni,M
97,Mario Pasalic,mario pasalic,M
98,Mitchell Dijks,mitchell dijks,M
99,Ivan Radovanovic,ivan radovanovic,DMC
100,Jens Stryger Larsen,jens stryger larsen,M
101,Leo Stulac,leo stulac,M
102,Daniel Bessa,daniel besa,AM
103,Pawel Jaroszynski,pavel jaroszynski,M
104,Raman Chibsah,raman chibsah,DMC
105,Edimilson Fernandes,edimilson fernandes,M
106,Matteo Scozzarella,matteo scozzarella,DMC
107,Emanuele Giaccherini,emanuele giaccherini,M
108,Francesco Magnanelli,francesco magnanelli,DMC
109,Miguel Veloso,miguel veloso,M
110,Fabio Depaoli,fabio depaoli,M
111,Borja Valero,borja valero,M
112,Samu Castillejo,samu castillejo,AM
113,Riccardo Saponara,riccardo saponara,AM
114,Sasa Lukic,sasa lukic,M
115,Afriyie Acquah,afriyie acquah,M
116,Filip Bradaric,filip bradaric,DMC
117,Esteban Rolón,esteban rolon,DMC
118,Simone Padoin,simone padoin,M
119,Perparim Hetemaj,perparim hetemai,M
120,Mattia Valoti,mattia valoti,AM
121,Bryan Dabo,bryan dabo,M
122,Ladislav Krejci I,ladislav krejci i,M
123,Antonio Candreva,antonio candreva,M
124,Pedro Pereira,pedro pereira,M
125,Francesco Cassata,francesco cassata,M
126,Manuel Pasqual,manuel pasqual,M
127,Diego Laxalt,diego laxalt,M
128,Sofian Kiyine,sofian kyine,AM
129,Marcello Gazzola,marcello gazzola,M
130,Mattias Svanberg,mattias swanberg,M
131,Nicola Rigoni,nicholas rigoni,DMC
132,Francesco Zampano,francesco zampano,M
133,Jakub Jankto,jakub yankto,M
0,Sergej Milinkovic-Savic,sergej milinkovic-savic,AM
1,Robin Gosens,robin gosens,M
2,Radja Nainggolan,radja nainggolan,M
3,Theo Hernández,theo hernandez,M
4,Marcelo Brozovic,marcelo brozovic,M
5,Aleksandar Kolarov,aleksandar kolarov,M
6,Manuel Locatelli,manuel locatelli,M
7,Rodrigo Bentancur,rodrigo bentancur,M
8,Miralem Pjanic,miralem pjanic,M
9,Ismaël Bennacer,ismael bennacer,DMC
10,Lorenzo Pellegrini,lorenzo pellegrini,M
11,Miguel Veloso,miguel veloso,M
12,Erick Pulgar,eric pulgar,DMC
13,Fabián Ruiz,fabian ruiz,M
14,Marco Faraoni,marco faraoni,M
15,Juraj Kucka,juraj kucka,M
16,Alex Sandro,alex sandro,M
17,Ashley Young,ashley young,M
18,Gaetano Castrovilli,gaetano castrovilli,M
19,Mario Pasalic,mario pasalic,M
20,Roberto Gagliardini,roberto gagliardini,DMC
21,Roberto Soriano,roberto soriano,AM
22,Marten de Roon,marten deroon,DMC
23,Seko Fofana,seko fofana,M
24,Cengiz Ünder,cengiz under,AM
25,Senad Lulic,senad lulic,M
26,Lucas Leiva,lucas leiva,M
27,Giovanni Di Lorenzo,giovanni di lorenzo,M
28,Marko Rog,marco rog,DMC
29,Sandro Tonali,sandro tonali,DMC
30,Hernani,hernani,M
31,Domenico Criscito,domenico criscito,M
32,Mário Rui,mario rui,M
33,Samu Castillejo,samu castillejo,AM
34,Adrien Rabiot,adrian rabiot,M
35,Antonio Candreva,antonio candreva,M
36,Ken Sema,ken sema,M
37,Remo Freuler,remo freuler,DMC
38,Darko Lazovic,darko lazovic,M
39,Nicolò Barella,nicolo barella,AM
40,Tomás Rincón,tomás rincon,M
41,Piotr Zielinski,piotr zielinski,M
42,Nikola Maksimovic,nikola maksimovic,M
43,Cristian Ansaldi,cristian ansaldi,M
44,Lasse Schöne,leave beautiful,M
45,Gianluca Mancini,gianluca mancini,DMC
46,Ola Aina,ola aina,M
47,Danilo D'Ambrosio,danilo d'ambrosio,M
48,Sofyan Amrabat,sofian amrabat,DMC
49,Karol Linetty,carol linetty,M
50,Cristiano Biraghi,cristiano biraghi,M
51,Jasmin Kurtic,jasmine kurtic,M
52,Douglas Costa,douglas costa,M
53,Franck Kessié,franck kessie,M
54,Stefano Sabelli,stefano sabelli,M
55,Jordan Veretout,jordan veretout,M
56,Matteo Pessina,matteo pessina,AM
57,Luca Cigarini,luca cigarini,M
58,Justin Kluivert,justin kluivert,AM
59,Mattia Valoti,mattia valoti,AM
60,Timothy Castagne,timothy castagne,M
61,Giacomo Bonaventura,giacomo bonaventure,M
62,Amadou Diawara,amadou diawara,DMC
63,Dimitri Bisoli,dimitri bisoli,M
64,Elseid Hysaj,elseid hysaj,M
65,Paolo Faragò,paolo farago,M
66,Albin Ekdal,albin ekdal,M
67,Matías Vecino,matias vecino,M
68,Leonardo Spinazzola,leonardo spinazzola,M
69,Soualiho Meité,soualiho meite,M
70,Davide Biraschi,davide birashi,M
71,Rolando Mandragora,rolando mandragora,DMC
72,Dalbert,dalbert,M
73,Hans Hateboer,hans hateboer,M
74,Federico Mattiello,federico mattiello,M
75,Allan,alan,DMC
76,Danilo,danilo,DMC
77,Morten Thorsby,morten thorsby,M
78,Simone Missiroli,simone missiroli,M
79,Nahitan Nández,nahitan nandez,M
80,Milan Badelj,milan badelj,M
81,Aaron Ramsey,aaron ramsay,M
82,Marco Mancosu,marco mancosu,AM
83,Giulio Donati,giulio donati,M
84,Davide Calabria,david calabria,M
85,Andrea Poli,andrea poli,M
86,Pol Lirola,pol lirola,M
87,Hamed Traorè,hamed traore,AM
88,Pedro Obiang,pedro obiang,DMC
89,Gastón Brugman,gaston brugman,M
90,Andrea Conti,andrea conti,M
91,Matteo Darmian,matteo darmian,M
92,Martín Cáceres,martin caceres,M
93,Manuel Lazzari,manuel lazzari,M
94,Walace,walace,DMC
95,Gary Medel,gary medel,DMC
96,Mirko Valdifiori,mirko valdifiori,DMC
97,Charalampos Lykogiannis,charalampus lykogiannis,M
98,Marco Parolo,marco parolo,M
99,Jens Stryger Larsen,jens stryger larsen,M
100,Rachid Ghezzal,rachid ghezzal,AM
101,Patric,patrick,M
102,Borja Valero,borja valero,M
103,Jacopo Petriccione,jacopo petriccione,M
104,Luca Pellegrini,luca pellegrini,M
105,Bartosz Bereszynski,bartosz bereszynski,M
106,Fabio Depaoli,fabio depaoli,M
107,Jeremy Toljan,jeremy tolyan,M
108,Blaise Matuidi,blaise matuidi,M
109,Bryan Cristante,bryan cristante,M
110,Jakub Jankto,jakub yankto,M
111,Panagiotis Tachtsidis,panagiotis tachtsidis,DMC
112,Antonino Barillà,antonino barilla,M
113,Mato Jajalo,mato jajalo,M
114,Ivan Radovanovic,ivan radovanovic,DMC
115,Francesco Magnanelli,francesco magnanelli,DMC
116,Jerdy Schouten,jerdy schouten,DMC
117,Ronaldo Vieira,ronaldo viera,DMC
118,Arkadiusz Reca,arkadiusz reca,M
119,Ibrahima Mbaye,ibrahima mbaye,M
120,Gabriel Strefezza,gabriel strefeza,M
121,Lorenzo De Silvestri,lorenzo desilvestri,M
122,Lukas Lerager,luke lerager,M
123,Marco Benassi,marco benassi,M
124,Danilo Cataldi,danilo cataldi,M
125,Žan Majer,zan majer,AM
126,Rômulo,romulo,M
127,Paolo Ghiglione,paolo ghiglione,M
128,Yevhen Shakhov,yevhen shakhov,M
129,Eljif Elmas,eljif elmas,M
130,Jony,jony,M
131,Alessandro Murgia,alessandro murgia,DMC
132,Federico Peluso,federico peluso,M
133,Artur Ionita,arthur ionita,M
134,Andrea Rispoli,andrea rispoli,M
135,Mattias Svanberg,mattias swanberg,M
136,Nicola Murru,nicholas murru,M
137,Sasa Lukic,sasa lukic,M
138,Bruno Martella,bruno martella,M
139,Peter Ankersen,peter ankersen,M
140,Daniele Dessena,daniel dessena,M
141,Hidde ter Avest,hidde ter avest,M
142,Riccardo Sottil,riccardo sotil,AM
143,Giuseppe Pezzella,giuseppe pezzella,M
144,Francesco Cassata,francesco cassata,M
145,Jaromir Zmrhal,jaromir zmrhal,M
146,Andreas Skov Olsen,andreas skov olsen,M
147,Antonio Barreca,antonio barreca,M
148,Emanuele Ndoj,emanuele ndoj,M
149,Nikolas Spalek,nicholas spalek,AM
0,Sergej Milinkovic-Savic,sergej milinkovic-savic,AM
1,Theo Hernández,theo hernandez,M
2,Lorenzo Pellegrini,lorenzo pellegrini,M
3,Robin Gosens,robin gosens,M
4,Piotr Zielinski,piotr zielinski,M
5,Franck Kessié,franck kessie,M
6,Giovanni Di Lorenzo,giovanni di lorenzo,M
7,Manuel Locatelli,manuel locatelli,M
8,Davide Calabria,david calabria,M
9,Marcelo Brozovic,marcelo brozovic,M
10,Danilo,danilo,DMC
11,Milan Badelj,milan badelj,M
12,Remo Freuler,remo freuler,DMC
13,Fabián Ruiz,fabian ruiz,M
14,Leonardo Spinazzola,leonardo spinazzola,M
15,Achraf Hakimi,achraf hakimi,M
16,Marten de Roon,marten deroon,DMC
17,Juraj Kucka,juraj kucka,M
18,Nicolò Barella,nicolo barella,AM
19,Alex Sandro,alex sandro,M
20,Rodrigo Bentancur,rodrigo bentancur,M
21,Roberto Soriano,roberto soriano,AM
22,Marco Faraoni,marco faraoni,M
23,Federico Dimarco,federico dimarco,M
24,Adrien Rabiot,adrian rabiot,M
25,Gianluca Mancini,gianluca mancini,DMC
26,Morten Thorsby,morten thorsby,M
27,Simone Bastoni,simone bastoni,DMC
28,Hans Hateboer,hans hateboer,M
29,Kevin Strootman,kevin strootman,DMC
30,Wilfried Stephane Singo,wilfried stephane singo,M
31,Elseid Hysaj,elseid hysaj,M
32,Antonio Candreva,antonio candreva,M
33,Razvan Marin,razvan marin,M
34,Diego Demme,diego demme,DMC
35,Davide Zappacosta,davide zappacosta,M
36,Tiemoué Bakayoko,tiemoue bakayoko,DMC
37,Aaron Ramsey,aaron ramsay,M
38,Cristian Ansaldi,cristian ansaldi,M
39,Radja Nainggolan,radja nainggolan,M
40,Hernani,hernani,M
41,Bartosz Bereszynski,bartosz bereszynski,M
42,Diogo Dalot,diogo dalot,M
43,Nahitan Nández,nahitan nandez,M
44,Ismaël Bennacer,ismael bennacer,DMC
45,Giacomo Bonaventura,giacomo bonaventure,M
46,Gastón Brugman,gaston brugman,M
47,Arkadiusz Reca,arkadiusz reca,M
48,Christian Eriksen,christian ericsen,M
49,Jerdy Schouten,jerdy schouten,DMC
50,Antonin Barak,antonin barak,AM
51,Jordan Veretout,jordan veretout,M
52,Hamed Traorè,hamed traore,AM
53,Erick Pulgar,eric pulgar,DMC
54,Weston McKennie,weston mckennie,M
55,Giuseppe Pezzella,giuseppe pezzella,M
56,Domenico Criscito,domenico criscito,M
57,Albin Ekdal,albin ekdal,M
58,Ivan Ilic,ivan ilic,M
59,Lucas Leiva,lucas leiva,M
60,Gaetano Letizia,gaetano letizia,M
61,Darko Lazovic,darko lazovic,M
62,Alexis Saelemaekers,alexis saelemaekers,M
63,Adam Marusic,adam marusic,M
64,Tomás Rincón,tomás rincon,M
65,Rick Karsdorp,rick karsdorp,M
66,Bryan Cristante,bryan cristante,M
67,Tolgay Arslan,tolgay arslan,M
68,Adrien Tameze,adrian tameze,M
69,Charalampos Lykogiannis,charalampus lykogiannis,M
70,Mario Pasalic,mario pasalic,M
71,Mário Rui,mario rui,M
72,Arthur,arthur,DMC
73,Manuel Lazzari,manuel lazzari,M
74,Tommaso Pobega,tommaso pobega,AM
75,Riccardo Sottil,riccardo sotil,AM
76,Brahim Díaz,brahim diaz,AM
77,Mikkel Damsgaard,mike damsgaard,AM
78,Arturo Vidal,arturo vidal,M
79,Cristiano Biraghi,cristiano biraghi,M
80,Miguel Veloso,miguel veloso,M
81,Roberto Gagliardini,roberto gagliardini,DMC
82,Matteo Darmian,matteo darmian,M
83,Gonzalo Villar,gonzalo villar,M
84,Matteo Pessina,matteo pessina,AM
85,Joakim Maehle,joakim mahle,M
86,Adrien Silva,adrian silva,M
87,Jasmin Kurtic,jasmine kurtic,M
88,Marvin Zeegelaar,marvin zeegelaar,M
89,Rogerio,rogerio,M
90,Bruno Peres,bruno peres,M
91,Salvatore Molina,salvatore molina,M
92,Ashley Young,ashley young,M
93,Matteo Ricci,matteo ricci,M
94,Nicolò Rovella,nicolo rovella,DMC
95,Sofyan Amrabat,sofian amrabat,DMC
96,Gaetano Castrovilli,gaetano castrovilli,M
97,Mattias Svanberg,mattias swanberg,M
98,Ivan Radovanovic,ivan radovanovic,DMC
99,Nicolás Domínguez,nicolas dominguez,DMC
100,Walace,walace,DMC
101,Riccardo Improta,riccardo improta,M
102,Maxime Lopez,maxim lopez,M
103,Daniele Verde,danielle verde,AM
104,Jakub Jankto,jakub yankto,M
105,Nahuel Molina,nahuel molina,M
106,Sandro Tonali,sandro tonali,DMC
107,Giulio Maggiore,giulio maggiore,M
108,Sasa Lukic,sasa lukic,M
109,Samu Castillejo,samu castillejo,AM
110,Roberto Insigne,roberto insignia,AM
111,Andreas Skov Olsen,andreas skov olsen,M
112,Lorenzo De Silvestri,lorenzo desilvestri,M
113,Pedro Obiang,pedro obiang,DMC
114,Pasquale Schiattarella,pasquale schiattarella,M
115,Mërgim Vojvoda,mergim vojvoda,M
116,Carles Pérez,carles perez,AM
117,Danilo D'Ambrosio,danilo d'ambrosio,M
118,Emanuel Vignato,emanuel vignato,AM
119,Paolo Ghiglione,paolo ghiglione,M
120,Jens Stryger Larsen,jens stryger larsen,M
121,Joseph Alfred Duncan,joseph alfred duncan,DMC
122,Kaan Ayhan,kaan ayhan,DMC
123,Artur Ionita,arthur ionita,M
124,Stefano Sensi,stefano sensi,AM
125,Gabriele Zappa,gabrielle zappa,M
126,Gonzalo Escalante,gonzalo escalante,DMC
127,Martín Cáceres,martin caceres,M
128,Pedro Pereira,pedro pereira,M
129,Perparim Hetemaj,perparim hetemai,M
130,Mohamed Fares,mohammed fares,M
131,Rade Krunic,rade krunic,M
132,Igor Julio,igor julio,M
133,Marco Parolo,marco parolo,M
134,Ahmad Benali,ahmad benali,AM
135,Karol Linetty,carol linetty,M
136,Bryan Dabo,bryan dabo,M
137,Jeremy Toljan,jeremy tolyan,M
138,Jens Petter Hauge,jens petter hauge,AM
139,Patric,patrick,M
140,Nahuel Estévez,nahuel estevez,M
141,Alberto Grassi,alberto grassi,DMC
142,Jean-Daniel Akpa Akpro,jean daniel akpa akpro,M
143,Milos Vulic,miloš vulic,M
144,Mehdi Léris,mehdi leris,M
145,Lorenzo Venuti,lorenzo venuti,M
146,Mitchell Dijks,mitchell dijks,M
147,Eljif Elmas,eljif elmas,M
148,Amadou Diawara,amadou diawara,DMC
149,Ebrima Colley,ebrima colley,Midfielder
150,Andrés Tello,andres tello,M
151,Niccolò Zanellato,nicolo zanellato,M
152,Andrea Poli,andrea poli,M
153,Daniel Bessa,daniel besa,AM
154,Luca Marrone,luca marrone,DMC
155,Borja Valero,borja valero,M
156,Danilo Cataldi,danilo cataldi,M
157,Jacopo Petriccione,jacopo petriccione,M
158,Valon Behrami,valon behrami,M
159,Andreas Pereira,andrew pereira,M
160,Simon Sohm,simon sohm,M
161,Eduardo Henrique,edward henrique,M
162,Andrea Rispoli,andrea rispoli,M
0,Lorenzo Pellegrini,lorenzo pellegrini,M
1,Sergej Milinkovic-Savic,sergej milinkovic-savic,AM
2,Marcelo Brozovic,marcelo brozovic,M
3,Nicolò Barella,nicolo barella,AM
4,Theo Hernández,theo hernandez,M
5,Fabián Ruiz,fabian ruiz,M
6,Giovanni Di Lorenzo,giovanni di lorenzo,M
7,André-Frank Zambo Anguissa,andré frank zambo anguissa,M
8,Antonin Barak,antonin barak,AM
9,Antonio Candreva,antonio candreva,M
10,Mário Rui,mario rui,M
11,Sandro Tonali,sandro tonali,DMC
12,Hamed Traorè,hamed traore,AM
13,Bryan Cristante,bryan cristante,M
14,Danilo,danilo,DMC
15,Franck Kessié,franck kessie,M
16,Teun Koopmeiners,teun koopmeiners,M
17,Ismaël Bennacer,ismael bennacer,DMC
18,Mario Pasalic,mario pasalic,M
19,Davide Calabria,david calabria,M
20,Nicolás Domínguez,nicolas dominguez,DMC
21,Jordan Veretout,jordan veretout,M
22,Simone Bastoni,simone bastoni,DMC
23,Manuel Locatelli,manuel locatelli,M
24,Maxime Lopez,maxim lopez,M
25,Wilfried Stephane Singo,wilfried stephane singo,M
26,Sasa Lukic,sasa lukic,M
27,Adrien Tameze,adrian tameze,M
28,Remo Freuler,remo freuler,DMC
29,Denzel Dumfries,denzel dumfries,M
30,Adrien Rabiot,adrian rabiot,M
31,Danilo D'Ambrosio,danilo d'ambrosio,M
32,Davide Frattesi,davide fratesi,DMC
33,Marten de Roon,marten deroon,DMC
34,Jakub Kiwior,jakub kiwior,DMC
35,Giacomo Bonaventura,giacomo bonaventure,M
36,Lucas Torreira,lucas torreira,DMC
37,Piotr Zielinski,piotr zielinski,M
38,Weston McKennie,weston mckennie,M
39,Marco Faraoni,marco faraoni,M
40,Cristiano Biraghi,cristiano biraghi,M
41,Domenico Criscito,domenico criscito,M
42,Nicolò Rovella,nicolo rovella,DMC
43,Milan Badelj,milan badelj,M
44,Aaron Hickey,aaron hickey,M
45,Stanislav Lobotka,stanislav lobotka,DMC
46,Mërgim Vojvoda,mergim vojvoda,M
47,Szymon Zurkowski,szymon zurkowski,M
48,Matteo Pessina,matteo pessina,AM
49,Tommaso Pobega,tommaso pobega,AM
50,Nedim Bajrami,nedim bajrami,AM
51,Federico Dimarco,federico dimarco,M
52,Mattias Svanberg,mattias swanberg,M
